job_id,title,description,proposals,payment_verified,client_spending,client_rating,posted_time_seconds,job_type,budget,hourly_rate,quality_label,labeled_at,source
sample_poor_3,Quick task,i need this done asap. very simple task. looking for cheapest bidder.,25,False,1000,3.0,3600,fixed,500,15,poor,2026-01-12T23:56:48.086266,sample_dataset
sample_poor_4,Do this for me,I need someone to do something. Budget is $5. Must complete in 1 hour.,25,False,1000,3.0,3600,fixed,500,15,poor,2026-01-12T23:56:48.086290,sample_dataset
sample_good_1,Python Developer for Web Scraping Project,"We need an experienced Python developer to build a web scraping tool for extracting product data from e-commerce websites. Requirements: Strong Python skills, experience with BeautifulSoup or Scrapy, knowledge of handling pagination and dynamic content. Budget: $500-$800. Timeline: 2 weeks. Please include examples of previous scraping projects in your proposal.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086346,sample_dataset
sample_good_2,React Frontend Developer - E-commerce Site,"Looking for a skilled React developer to build the frontend for our e-commerce platform. You'll work with our existing API and create a modern, responsive interface. Requirements: React 18+, TypeScript, experience with state management (Redux or Context), responsive design skills. Budget: $1500-$2500. Project duration: 3-4 weeks.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086357,sample_dataset
sample_good_3,Content Writer for Tech Blog,"Seeking an experienced technical writer to create articles about software development, cloud computing, and DevOps. We need 8 articles per month (1500-2000 words each). Requirements: Strong English writing skills, technical background in software development, ability to explain complex concepts clearly. Rate: $100-$150 per article.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086365,sample_dataset
sample_good_4,WordPress Site Customization,"Need help customizing an existing WordPress site. Tasks include: theme modifications, plugin integration, performance optimization, and mobile responsiveness improvements. Requirements: WordPress expertise, PHP and CSS knowledge, experience with popular page builders. Budget: $300-$500. Expected completion: 1 week.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086374,sample_dataset
sample_good_5,Data Analysis - Customer Behavior Study,"We have 6 months of customer transaction data and need analysis to identify patterns and trends. Deliverables include: cleaned dataset, statistical analysis, visualizations, and actionable insights report. Requirements: Python/R proficiency, pandas/numpy experience, data visualization skills (matplotlib/seaborn/tableau). Budget: $800-$1200.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086381,sample_dataset
sample_good_6,Mobile App UI/UX Design,"Looking for a UI/UX designer to create mockups for our fitness tracking mobile app. Scope: user research analysis, wireframes, high-fidelity mockups for 15 screens, interactive prototype. Requirements: Figma expertise, mobile design experience, understanding of iOS/Android design guidelines. Budget: $600-$900. Timeline: 2-3 weeks.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086397,sample_dataset
sample_good_7,Database Optimization - PostgreSQL,"Our PostgreSQL database is experiencing slow query performance. Need an expert to analyze, optimize queries, add appropriate indexes, and implement caching strategies. Requirements: Advanced PostgreSQL knowledge, query optimization experience, understanding of database architecture. Budget: $400-$700.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086410,sample_dataset
sample_good_8,API Integration - Payment Gateway,"Need to integrate Stripe payment gateway into our existing Node.js application. Tasks: implement payment flow, handle webhooks, create subscription management features, add error handling. Requirements: Node.js/Express experience, Stripe API knowledge, understanding of payment security. Budget: $500-$800.",25,True,10000,4.5,3600,fixed,1500,35,good,2026-01-12T23:56:48.086419,sample_dataset
sample_excellent_1,Senior Full-Stack Developer - Long-term SaaS Project,"We're building a B2B SaaS platform for project management and need an experienced full-stack developer for ongoing work. Tech stack: React/Next.js frontend, Node.js/Express backend, PostgreSQL database, AWS infrastructure. Your responsibilities: architect new features, implement APIs, write comprehensive tests, mentor junior developers, participate in code reviews. Requirements: 5+ years full-stack experience, strong JavaScript/TypeScript skills, database design expertise, RESTful API development, CI/CD pipeline knowledge, excellent communication. We value: clean code, documentation, scalability considerations. Long-term engagement: 30-40 hours/week for 6+ months. Rate: $60-$80/hour. Please include: GitHub profile, portfolio, and examples of production applications you've built. We have 50+ 5-star reviews and perfect payment history.",25,True,50000,5.0,3600,fixed,5000,60,excellent,2026-01-12T23:56:48.086430,sample_dataset
sample_excellent_2,Machine Learning Engineer - Computer Vision Project,"Established AI company seeking ML engineer to develop object detection system for industrial quality control. Project scope: dataset preparation, model training (YOLO/EfficientDet), optimization for edge deployment, integration with existing pipeline. Technical requirements: Strong Python skills, PyTorch/TensorFlow expertise, experience with computer vision architectures, knowledge of model optimization (quantization, pruning), edge device deployment (Jetson Nano/Raspberry Pi). Deliverables: trained model, deployment package, comprehensive documentation, performance benchmarks. Budget: $8000-$12000. Timeline: 8-10 weeks. This is through our established company with verified payment record. Please include: relevant CV projects, published papers if applicable, and references from previous ML work.",25,True,50000,5.0,3600,fixed,5000,60,excellent,2026-01-12T23:56:48.086445,sample_dataset
sample_excellent_3,Technical Content Creator - Developer Education,"Leading online education platform seeking technical content creator for comprehensive course on modern web development. Responsibilities: create curriculum for 40-hour course covering React, Node.js, MongoDB, authentication, deployment; write detailed lesson scripts; create code examples and exercises; record video tutorials; develop hands-on projects. Requirements: 7+ years web development experience, previous teaching/content creation, excellent verbal and written communication, native/near-native English proficiency. Course target audience: intermediate developers looking to build full-stack skills. Budget: $15000-$20000 for complete course. Timeline: 12-16 weeks with milestone-based payments. Our platform has served 500K+ students. We provide full production support and marketing.",25,True,50000,5.0,3600,fixed,5000,60,excellent,2026-01-12T23:56:48.086453,sample_dataset
sample_excellent_4,DevOps Engineer - AWS Infrastructure Redesign,"Growing fintech startup needs DevOps expert to redesign our AWS infrastructure for scalability and security. Current state: monolithic architecture, manual deployments, limited monitoring. Your mission: design microservices architecture, implement IaC (Terraform), set up CI/CD pipelines (GitHub Actions), configure monitoring (Datadog/CloudWatch), implement security best practices, create disaster recovery plan. Requirements: 5+ years DevOps experience, AWS certification (Solutions Architect or DevOps preferred), deep Terraform knowledge, Docker/Kubernetes expertise, security compliance understanding (SOC2/PCI), on-call availability for migration phase. Project phases: assessment (1 week), architecture design (2 weeks), implementation (8 weeks), migration (2 weeks), documentation. Budget: $18000-$25000. We're a Series A funded company with strong growth trajectory and excellent team culture.",25,True,50000,5.0,3600,fixed,5000,60,excellent,2026-01-12T23:56:48.086460,sample_dataset
