job_id,title,description,proposals,payment_verified,client_spending,client_rating,posted_time_seconds,job_type,budget,hourly_rate,quality_label,labeled_at,source
excellent_6,Full-Stack Developer - Computer Vision Project,"Established E-commerce company seeking Full-Stack Developer to develop CRM System for HealthTech. Project scope: dataset preparation, integration, testing, maintenance. Technical requirements: Strong TypeScript skills, React/Node.js expertise, experience with PostgreSQL, knowledge of event-driven architecture, Docker deployment. Deliverables: API documentation, CI/CD pipeline, scalability plan, troubleshooting manual. Budget: $13583-$19857. Timeline: 8-10 weeks with milestone-based payments. This is through our established company with verified payment record. Please include: relevant projects, published papers if applicable, and references from previous Computer Vision work.",6,True,164975,4.90209801795214,11076,hourly,14546,71,excellent,2026-01-13T00:30:57.232674,generated
poor_35,Helper Needed,Need someone to help with project. Budget: $26. Must start immediately.,51,True,1040,3.98488903429496,47223,fixed,62,11,poor,2026-01-13T00:30:57.229722,generated
poor_9,Do this for me,I need someone to do something. Budget is $25. Must complete in 1 hour.,61,True,169,3.2731422900111515,91179,fixed,28,13,poor,2026-01-13T00:30:57.229461,generated
poor_14,need help with stuff,looking for someone to help me with various tasks. pay is negotiable. contact for more info.,57,False,220,3.7958383206453377,95271,fixed,99,20,poor,2026-01-13T00:30:57.229509,generated
spam_43,Easy Online Job - Start Today!!!,No interview needed. Just send your info to hiring@example.com or text 555-444-3333. Get paid daily via PayPal or Western Union.,92,False,176,2.13045991065136,72503,hourly,110,7,spam,2026-01-13T00:30:57.228806,generated
good_30,CRM System Development,"Need help implement for our CRM System. Tasks include: UI design, authentication, deployment, and optimization. Requirements: Go expertise, Python knowledge, experience with Node.js. Budget: $1107-$2656. Expected completion: 1 month.",12,True,29388,4.578395467465023,6974,fixed,1197,40,good,2026-01-13T00:30:57.230994,generated
spam_39,BE YOUR OWN BOSS - $3000 WEEKLY,"Join our team today! No experience, no problem! Call 555-222-1111 or message jobs@company.com. Payment by cash/PayPal/Venmo!!!",100,False,201,3.4293662503246995,15348,hourly,173,9,spam,2026-01-13T00:30:57.228742,generated
excellent_23,Senior DevOps Engineer - Long-term Platform Project,"We're building a FinTech SaaS platform for project management and need an experienced DevOps Engineer for ongoing work. Tech stack: Angular frontend, Java backend, MySQL database, AWS infrastructure. Your responsibilities: architect new features, implement APIs, write comprehensive tests, mentor junior developers, participate in code reviews. Requirements: 10+ years experience, strong Python/Node.js skills, MySQL design expertise, RESTful API development, CI/CD pipeline knowledge, excellent communication. We value: clean code, documentation, scalability considerations. Long-term engagement: 30 hours/week for ongoing. Rate: $78-$86/hour. Please include: GitHub profile, portfolio, and examples of production applications you've built. We have 200 5-star reviews and perfect payment history.",13,True,86987,4.859689015048062,9559,fixed,5996,77,excellent,2026-01-13T00:30:57.233431,generated
poor_38,Do this for me,I need someone to do something. Budget is $20. Must complete in 1 hour.,49,True,705,3.4414307211972726,98754,fixed,21,13,poor,2026-01-13T00:30:57.229750,generated
spam_9,MAKE $10000 IN 30 DAYS - GUARANTEED,Revolutionary business opportunity. Call now: 555-987-6543 or email apply@jobsite.com. Limited time offer!!!,89,False,405,2.9419576286428493,66316,hourly,147,14,spam,2026-01-13T00:30:57.228276,generated
excellent_26,ML Engineer - GCP Infrastructure Redesign,"Growing SaaS startup needs ML Engineer expert to redesign our GCP infrastructure for scalability and security. Current state: monolithic architecture, no automation, tech debt. Your mission: design serverless architecture, implement IaC (Pulumi), set up CI/CD pipelines (Jenkins), configure monitoring (Prometheus), implement security best practices, create disaster recovery plan. Requirements: 5+ years experience, Azure Certified certification preferred, deep Vue knowledge, Python/PostgreSQL expertise, security compliance understanding (HIPAA), on-call availability for migration phase. Project phases: assessment (1 week), architecture design (2 weeks), implementation (6 weeks), migration (2 weeks), documentation. Budget: $9710-$15263. We're a Series C funded company with strong growth trajectory and excellent team culture.",15,True,134244,4.937187244397967,5225,fixed,19982,67,excellent,2026-01-13T00:30:57.233561,generated
spam_55,Work from Home - Earn $5000/week!!!,Amazing opportunity to work from home and earn big money!!! No experience needed. Contact me at 555-123-4567 or email: apply@jobsite.com for more details. Must call now!!!,96,False,464,3.3135434444734377,77141,hourly,85,5,spam,2026-01-13T00:30:57.229011,generated
spam_18,Customer Service needed!!! HIGH PAY!!!,"Must have phone and email. Contact recruiting@hire.com or call 555-888-7777. Easy work, big money!!! Start ASAP!!!",50,False,168,2.3392417868843656,47217,hourly,67,13,spam,2026-01-13T00:30:57.228416,generated
good_52,Go Developer for API Project,"We need an experienced Go developer to build a api system. Requirements: Strong Go skills, experience with React and Express, knowledge of responsive design. Budget: $901-$1928. Timeline: 1 month. Please include examples of previous API projects in your proposal.",14,True,21880,4.509988133344894,8524,fixed,2089,31,good,2026-01-13T00:30:57.231633,generated
good_16,Ruby Developer for Web Application Project,"We need an experienced Ruby developer to build a mobile app system. Requirements: Strong Ruby skills, experience with Vue and Django, knowledge of API integration. Budget: $774-$2334. Timeline: 2 weeks. Please include examples of previous Web Application projects in your proposal.",12,True,17110,4.486719672647858,10314,hourly,1923,35,good,2026-01-13T00:30:57.230586,generated
good_58,E-commerce Site Development,"Need help build for our E-commerce Site. Tasks include: UI design, authentication, deployment, and monitoring. Requirements: PHP expertise, React knowledge, experience with Django. Budget: $1153-$2626. Expected completion: 2 weeks.",12,True,9032,4.05752444551528,10486,hourly,2443,36,good,2026-01-13T00:30:57.231803,generated
poor_10,need help with stuff,looking for someone to help me with various tasks. pay is negotiable. contact for more info.,40,True,1056,3.604870867849875,120992,fixed,12,13,poor,2026-01-13T00:30:57.229470,generated
spam_26,URGENT: Virtual Assistant - $25/hour!!!,Need someone immediately. Call 555-222-1111. Send resume to apply@jobsite.com. Payment guaranteed! Wire transfer available.,59,False,463,3.478788696022241,9667,hourly,74,13,spam,2026-01-13T00:30:57.228538,generated
good_32,Mobile App Development,"Need help implement for our Mobile App. Tasks include: backend setup, data processing, testing, and optimization. Requirements: Vue.js expertise, Python knowledge, experience with Express. Budget: $868-$1720. Expected completion: 1 month.",18,True,7671,4.128436101538966,19497,fixed,1464,59,good,2026-01-13T00:30:57.231052,generated
good_51,Node.js Developer - E-commerce Site,"Looking for a skilled Node.js Developer to implement. You'll work with our existing React and create an API. Requirements: Node.js expertise, experience with Django, analytical skills. Budget: $1187-$2617. Project duration: 1 month.",26,True,26023,4.190841778076472,36216,fixed,983,37,good,2026-01-13T00:30:57.231593,generated
good_63,FastAPI Developer for Analytics Platform Project,"We need an experienced FastAPI developer to build a crm system system. Requirements: Strong FastAPI skills, experience with React and Django, knowledge of database optimization. Budget: $1192-$2585. Timeline: 3 weeks. Please include examples of previous Analytics Platform projects in your proposal.",28,True,18421,4.482649367785515,28448,fixed,2426,37,good,2026-01-13T00:30:57.231945,generated
good_67,Architect for E-commerce Project,"Seeking an experienced Architect to create a dashboard for our E-commerce platform. We need 9 screens (responsive each). Requirements: Strong Ruby skills, technical background in data science, ability to problem-solving. Rate: $43-$95 per page.",19,True,20130,4.665950159905347,24886,fixed,1410,36,good,2026-01-13T00:30:57.232054,generated
good_56,Engineer for FinTech Project,"Seeking an experienced Engineer to create an API for our FinTech platform. We need 13 modules (interactive each). Requirements: Strong Go skills, technical background in software engineering, ability to analytical. Rate: $39-$90 per article.",17,True,25971,4.23449511200591,36104,hourly,2231,32,good,2026-01-13T00:30:57.231748,generated
good_70,Manager for SaaS Project,"Seeking an experienced Manager to create a mobile app for our SaaS platform. We need 14 pages (interactive each). Requirements: Strong Java skills, technical background in web development, ability to analytical. Rate: $60-$62 per page.",15,True,23504,4.149128119959997,22588,hourly,2102,52,good,2026-01-13T00:30:57.232137,generated
good_3,Web Application Development,"Need help develop for our Web Application. Tasks include: backend setup, authentication, testing, and monitoring. Requirements: Java expertise, Python knowledge, experience with FastAPI. Budget: $651-$1853. Expected completion: 1 month.",11,True,23782,4.192136780331129,10503,hourly,1466,54,good,2026-01-13T00:30:57.230203,generated
spam_47,MAKE $8000 IN 30 DAYS - GUARANTEED,Revolutionary business opportunity. Call now: 555-444-3333 or email recruiting@hire.com. Limited time offer!!!,54,False,20,2.0123041382695406,32757,hourly,79,13,spam,2026-01-13T00:30:57.228875,generated
good_37,Consultant for Real Estate Project,"Seeking an experienced Consultant to create a dashboard for our Real Estate platform. We need 11 screens (high-quality each). Requirements: Strong Ruby skills, technical background in web development, ability to problem-solving. Rate: $36-$89 per page.",15,True,11896,4.435752081050858,25792,hourly,1214,39,good,2026-01-13T00:30:57.231199,generated
spam_56,$$$ URGENT HIRING $$$ - Data Entry,Need 20 people ASAP!!! Email: jobs@company.com or call 555-987-6543. Flexible hours!!! Earn $3000-$8000 monthly!!!,79,False,408,3.4209586363361333,61869,hourly,191,9,spam,2026-01-13T00:30:57.229030,generated
good_19,Python Developer for Mobile App Project,"We need an experienced Python developer to build a mobile app system. Requirements: Strong Python skills, experience with Vue and Express, knowledge of responsive design. Budget: $1026-$2893. Timeline: 6 weeks. Please include examples of previous Mobile App projects in your proposal.",15,True,27572,4.136557766793619,14954,hourly,1986,56,good,2026-01-13T00:30:57.230676,generated
spam_29,Virtual Assistant needed!!! HIGH PAY!!!,"Must have phone and email. Contact recruiting@hire.com or call 555-444-3333. Easy work, big money!!! Start ASAP!!!",92,False,293,2.8092073488423392,25432,hourly,126,6,spam,2026-01-13T00:30:57.228585,generated
spam_23,Make Money Fast - No Skills Required,Earn thousands per week from your phone!!! Text 555-666-9999 or whatsapp 555-333-2222. Limited spots available. Act now!!!,75,False,380,3.430509817947924,63064,hourly,166,14,spam,2026-01-13T00:30:57.228492,generated
excellent_24,ML Engineer - GCP Infrastructure Redesign,"Growing SaaS startup needs ML Engineer expert to redesign our GCP infrastructure for scalability and security. Current state: manual deployments, no automation, minimal logging. Your mission: design microservices architecture, implement IaC (CloudFormation), set up CI/CD pipelines (GitLab CI), configure monitoring (Prometheus), implement security best practices, create disaster recovery plan. Requirements: 5+ years experience, Azure Certified certification preferred, deep React knowledge, Python/MongoDB expertise, security compliance understanding (SOC2), on-call availability for migration phase. Project phases: assessment (1 week), architecture design (3 weeks), implementation (6 weeks), migration (3 weeks), documentation. Budget: $10612-$23701. We're a Series C funded company with strong growth trajectory and excellent team culture.",16,True,55189,4.895285716250729,2791,fixed,10732,99,excellent,2026-01-13T00:30:57.233476,generated
spam_14,BE YOUR OWN BOSS - $8000 WEEKLY,"Join our team today! No experience, no problem! Call 555-123-4567 or message contact@work.net. Payment by cash/PayPal/Venmo!!!",64,False,363,2.8118576494224468,76833,hourly,57,11,spam,2026-01-13T00:30:57.228354,generated
poor_24,Do this for me,I need someone to do something. Budget is $22. Must complete in 1 hour.,44,True,617,3.4713572555904038,114933,fixed,30,20,poor,2026-01-13T00:30:57.229612,generated
good_14,JavaScript Architect - Mobile App,"Looking for a skilled JavaScript Architect to implement. You'll work with our existing Python and create a mobile app. Requirements: JavaScript expertise, experience with FastAPI, problem-solving skills. Budget: $866-$2099. Project duration: 3 weeks.",15,True,7358,4.675433338079058,8192,fixed,1278,52,good,2026-01-13T00:30:57.230529,generated
good_47,Architect for Marketing Project,"Seeking an experienced Architect to create a mobile app for our Marketing platform. We need 13 screens (responsive each). Requirements: Strong JavaScript skills, technical background in data science, ability to communication. Rate: $39-$72 per article.",15,True,25545,4.665076814946088,15301,hourly,1442,48,good,2026-01-13T00:30:57.231479,generated
excellent_22,DevOps Engineer - Kubernetes Infrastructure Redesign,"Growing HealthTech startup needs DevOps Engineer expert to redesign our Kubernetes infrastructure for scalability and security. Current state: manual deployments, no automation, reactive maintenance. Your mission: design containerized architecture, implement IaC (Pulumi), set up CI/CD pipelines (GitHub Actions), configure monitoring (CloudWatch), implement security best practices, create disaster recovery plan. Requirements: 10+ years experience, AWS Certified certification preferred, deep Angular knowledge, Node.js/MongoDB expertise, security compliance understanding (HIPAA), on-call availability for migration phase. Project phases: assessment (1 week), architecture design (2 weeks), implementation (6 weeks), migration (2 weeks), documentation. Budget: $12317-$17003. We're a Series B funded company with strong growth trajectory and excellent team culture.",7,True,63245,4.9627379553579845,3280,hourly,5711,93,excellent,2026-01-13T00:30:57.233387,generated
spam_50,MAKE $3000 IN 30 DAYS - GUARANTEED,Revolutionary business opportunity. Call now: 555-123-4567 or email contact@work.net. Limited time offer!!!,79,False,264,3.154104483028001,71733,hourly,103,15,spam,2026-01-13T00:30:57.228929,generated
good_1,Dashboard Development,"Need help create for our Dashboard. Tasks include: UI design, API integration, testing, and security. Requirements: TypeScript expertise, Vue knowledge, experience with Django. Budget: $1215-$2921. Expected completion: 6 weeks.",22,True,12985,4.542448301277393,4412,fixed,1658,30,good,2026-01-13T00:30:57.230094,generated
spam_30,Make Money Fast - No Skills Required,Earn thousands per week from your phone!!! Text 555-222-1111 or whatsapp 555-666-9999. Limited spots available. Act now!!!,99,False,289,2.1786165732181817,60429,hourly,102,11,spam,2026-01-13T00:30:57.228599,generated
spam_4,Work 2 Hours Daily - Earn $8000 Monthly,Perfect for stay-at-home parents!!! Email recruiting@hire.com to apply. Phone interviews at 555-666-9999.,95,False,295,2.8670834358957427,63933,hourly,104,10,spam,2026-01-13T00:30:57.228185,generated
poor_34,Quick task,i need this done asap. very simple task. looking for cheapest bidder.,49,True,957,3.5740567871647775,31078,fixed,66,19,poor,2026-01-13T00:30:57.229710,generated
excellent_36,DevOps Engineer - EdTech Education Platform,"Leading online education platform seeking DevOps Engineer for comprehensive course on machine learning. Responsibilities: create curriculum for 6+ months-hour course covering React, Docker, PostgreSQL, testing; write detailed lesson scripts; create code examples and exercises; record video tutorials; develop hands-on projects. Requirements: 7+ years Angular experience, previous teaching/content creation, excellent verbal and written communication, native/near-native English proficiency. Course target audience: beginners looking to build full-stack skills. Budget: $12388-$19604 for complete course. Timeline: 10-12 weeks with milestone-based payments. Our platform has served 1M+ students. We provide full production support and marketing.",11,True,74015,4.8787259107207905,3747,fixed,14483,63,excellent,2026-01-13T00:30:57.234003,generated
good_26,Automation Tool Development,"Need help create for our Automation Tool. Tasks include: UI design, authentication, documentation, and monitoring. Requirements: Vue.js expertise, Vue knowledge, experience with FastAPI. Budget: $1008-$1716. Expected completion: 1 month.",21,True,22849,4.50615938180329,29508,fixed,2117,52,good,2026-01-13T00:30:57.230878,generated
excellent_28,Senior DevOps Engineer - Long-term Platform Project,"We're building a SaaS SaaS platform for project management and need an experienced DevOps Engineer for ongoing work. Tech stack: Angular frontend, Java backend, PostgreSQL database, Docker infrastructure. Your responsibilities: architect new features, implement APIs, write comprehensive tests, mentor junior developers, participate in code reviews. Requirements: 7+ years experience, strong Python/Node.js skills, PostgreSQL design expertise, RESTful API development, CI/CD pipeline knowledge, excellent communication. We value: clean code, documentation, scalability considerations. Long-term engagement: 35 hours/week for 6+ months. Rate: $75-$104/hour. Please include: GitHub profile, portfolio, and examples of production applications you've built. We have 50 5-star reviews and perfect payment history.",10,True,176755,4.8984060038351425,16536,fixed,5185,94,excellent,2026-01-13T00:30:57.233648,generated
spam_41,🔥🔥🔥 HOT JOB ALERT 🔥🔥🔥 $3000/DAY!!!,CLICK HERE NOW!!! Email apply@jobsite.com or text 555-123-4567 IMMEDIATELY. Don't miss this chance!!!,56,False,165,3.2658862758916825,83393,hourly,104,10,spam,2026-01-13T00:30:57.228776,generated
excellent_11,Full-Stack Developer - Logistics Education Platform,"Leading online education platform seeking Full-Stack Developer for comprehensive course on machine learning. Responsibilities: create curriculum for 1+ year-hour course covering React, Node.js, PostgreSQL, deployment; write detailed lesson scripts; create code examples and exercises; record video tutorials; develop hands-on projects. Requirements: 5+ years Express experience, previous teaching/content creation, excellent verbal and written communication, native/near-native English proficiency. Course target audience: beginners looking to build frontend skills. Budget: $13315-$15440 for complete course. Timeline: 8-10 weeks with milestone-based payments. Our platform has served 500K+ students. We provide full production support and marketing.",15,True,115967,4.923430950450916,19876,fixed,11603,74,excellent,2026-01-13T00:30:57.232907,generated
poor_26,need help with stuff,looking for someone to help me with various tasks. pay is negotiable. contact for more info.,65,True,433,3.874980744755298,87238,fixed,19,15,poor,2026-01-13T00:30:57.229632,generated
spam_44,Work 3 Hours Daily - Earn $10000 Monthly,Perfect for stay-at-home parents!!! Email jobs@company.com to apply. Phone interviews at 555-123-4567.,82,False,392,2.712289822227686,64497,hourly,55,14,spam,2026-01-13T00:30:57.228821,generated
spam_19,URGENT: Admin Work - $35/hour!!!,Need someone immediately. Call 555-987-6543. Send resume to contact@work.net. Payment guaranteed! Wire transfer available.,73,False,143,3.3973303817036764,59589,hourly,130,12,spam,2026-01-13T00:30:57.228431,generated
poor_4,Java expert,need quick help. small budget. message me,35,False,1622,3.9730802365245323,113657,fixed,40,15,poor,2026-01-13T00:30:57.229407,generated
spam_3,BE YOUR OWN BOSS - $8000 WEEKLY,"Join our team today! No experience, no problem! Call 555-987-6543 or message hiring@example.com. Payment by cash/PayPal/Venmo!!!",89,False,276,3.210860181690375,83310,hourly,172,8,spam,2026-01-13T00:30:57.228168,generated
good_2,Angular Specialist - API,"Looking for a skilled Angular Specialist to build. You'll work with our existing Vue and create a mobile app. Requirements: Angular expertise, experience with Django, problem-solving skills. Budget: $1228-$1799. Project duration: 1 month.",22,True,27941,4.237614896395646,32185,hourly,1551,51,good,2026-01-13T00:30:57.230164,generated
good_11,Automation Tool Development,"Need help develop for our Automation Tool. Tasks include: backend setup, authentication, deployment, and monitoring. Requirements: Java expertise, Python knowledge, experience with Express. Budget: $1250-$1614. Expected completion: 3 weeks.",14,True,18495,4.3106560114677865,33554,hourly,1960,48,good,2026-01-13T00:30:57.230443,generated
poor_3,help needed urgently,i have a thing that needs doing. not much money but wont take long,37,False,813,3.097574912056861,41356,fixed,91,15,poor,2026-01-13T00:30:57.229395,generated
spam_25,Virtual Assistant needed!!! HIGH PAY!!!,"Must have phone and email. Contact jobs@company.com or call 555-777-8888. Easy work, big money!!! Start ASAP!!!",67,False,401,2.2145973188848425,48969,hourly,66,7,spam,2026-01-13T00:30:57.228523,generated
spam_1,Work from Home - Earn $8000/week!!!,Amazing opportunity to work from home and earn big money!!! No experience needed. Contact me at 555-987-6543 or email: jobs@company.com for more details. Must call now!!!,100,False,139,2.4878774301023365,83485,hourly,137,14,spam,2026-01-13T00:30:57.228091,generated
good_33,Go Engineer - API,"Looking for a skilled Go Engineer to develop. You'll work with our existing Angular and create a dashboard. Requirements: Go expertise, experience with Node.js, problem-solving skills. Budget: $1218-$2205. Project duration: 6 weeks.",19,True,17095,4.432534055556899,12831,hourly,1430,44,good,2026-01-13T00:30:57.231084,generated
good_31,Designer for Real Estate Project,"Seeking an experienced Designer to create a dashboard for our Real Estate platform. We need 8 components (responsive each). Requirements: Strong Express skills, technical background in software engineering, ability to communication. Rate: $58-$91 per page.",15,True,14729,4.140117543930647,13464,fixed,1013,36,good,2026-01-13T00:30:57.231024,generated
spam_42,Work 2 Hours Daily - Earn $10000 Monthly,Perfect for stay-at-home parents!!! Email hiring@example.com to apply. Phone interviews at 555-222-1111.,88,False,112,3.352591154755067,35449,hourly,145,13,spam,2026-01-13T00:30:57.228792,generated
good_17,Dashboard Development,"Need help implement for our Dashboard. Tasks include: database schema, authentication, deployment, and monitoring. Requirements: Node.js expertise, Angular knowledge, experience with Django. Budget: $754-$1978. Expected completion: 2 weeks.",29,True,17309,4.614279590189572,38295,hourly,2380,54,good,2026-01-13T00:30:57.230618,generated
spam_53,BE YOUR OWN BOSS - $5000 WEEKLY,"Join our team today! No experience, no problem! Call 555-666-9999 or message jobs@company.com. Payment by cash/PayPal/Venmo!!!",73,False,443,2.452993861158207,53941,hourly,83,15,spam,2026-01-13T00:30:57.228975,generated
good_39,React Specialist for medium-term Project,"We have 500GB of transaction data and need trend analysis. Deliverables include: data model, dashboard, insights report, and implementation plan report. Requirements: React proficiency, Angular experience, FastAPI skills. Budget: $1355-$2067.",12,True,19197,4.1274679662547005,8064,hourly,902,45,good,2026-01-13T00:30:57.231257,generated
good_23,Vue.js Specialist for long-term Project,"We have 500GB of analytics data and need trend analysis. Deliverables include: cleaned dataset, statistical analysis, recommendations, and implementation plan report. Requirements: Vue.js proficiency, React experience, FastAPI skills. Budget: $1184-$2378.",18,True,10801,4.043084077543677,30410,fixed,2067,31,good,2026-01-13T00:30:57.230794,generated
poor_28,Helper Needed,Need someone to help with project. Budget: $39. Must start immediately.,45,True,732,2.7454598223286317,142340,fixed,79,13,poor,2026-01-13T00:30:57.229651,generated
good_27,Node.js Architect - Analytics Platform,"Looking for a skilled Node.js Architect to build. You'll work with our existing Vue and create an API. Requirements: Node.js expertise, experience with Django, communication skills. Budget: $712-$1894. Project duration: 3 weeks.",19,True,11531,4.711371091765603,28788,hourly,2070,35,good,2026-01-13T00:30:57.230906,generated
good_40,Vue.js Developer for Dashboard Project,"We need an experienced Vue.js developer to build a automation tool system. Requirements: Strong Vue.js skills, experience with Python and Node.js, knowledge of database optimization. Budget: $970-$2615. Timeline: 3 weeks. Please include examples of previous Dashboard projects in your proposal.",15,True,12104,4.276320110229799,35807,hourly,1393,42,good,2026-01-13T00:30:57.231284,generated
spam_11,🔥🔥🔥 HOT JOB ALERT 🔥🔥🔥 $10000/DAY!!!,CLICK HERE NOW!!! Email hiring@example.com or text 555-333-2222 IMMEDIATELY. Don't miss this chance!!!,100,False,84,2.941979289038308,73494,hourly,76,6,spam,2026-01-13T00:30:57.228307,generated
spam_15,$$$ URGENT HIRING $$$ - Data Entry,Need 10 people ASAP!!! Email: jobs@company.com or call 555-333-2222. Flexible hours!!! Earn $3000-$10000 monthly!!!,58,False,483,2.9176431394644906,64323,hourly,132,5,spam,2026-01-13T00:30:57.228372,generated
spam_33,URGENT: Admin Work - $50/hour!!!,Need someone immediately. Call 555-222-1111. Send resume to hiring@example.com. Payment guaranteed! Wire transfer available.,53,False,264,2.5989110820770764,39918,hourly,137,12,spam,2026-01-13T00:30:57.228644,generated
